Genero,Artista,Titulo,Cancion
Reggaeton,Plan B,¿Por Que Te Demoras?,"Si yo lo que quiero es compartir contigo un rato
No te cohíbas que se nos acaba la noche

¿Por qué te demoras?
Sé que quieres, se te nota
Al hablarme, al mirarme
No puedes engañarme
Aeh aeh aeh aeh aeh
Aeh aeh aeh aeh
Con el Plan B

Sé que quieres, se te nota
Al hablarme, al mirarme
No puedes engañarme

Amor a primera vista
Con esa chica de revista
Con el estilista así como la de Marita
Le gusta que le insistan
Aunque se resista
Ella no es como se pinta

Ella dice que sabe, si sabe yo quiero saber
Si sabe como me imagino, sabe me la voy a comer
Ella dice que sabe, cuando lo dice me da hambre
Si se imagina me imagino nos vamos a comer

Si yo pudiera saber lo que hay en tu mente
Si tu mirada me dice que eres caliente
Que te pones tímida delante de la gente
Disimulando

Que hace mucho tú me gustas es evidente
Olvídate de lo que tus amigas piensen
Que sus palabras no son suficientes
¿Por qué te demoras? ¿Por qué te detienes?

Sé que quieres, se te nota
Al hablarme, al mirarme
No puedes engañarme
Aeh aeh aeh aeh aeh
Aeh aeh aeh aeh
Con el Plan B

Sé que quieres, se te nota
Al hablarme, al mirarme
No puedes engañarme

Soy el que la explota
Que cantando te sube la nota
Cuando el Plan B canta, el party se alborota
Y todas las féminas se ponen bien loca
Locas, todas vinieron a lucir su ropa

Se pone linda, me gusta como ella se pinta
Se hace la difícil y después se lo chi-
En la disco o en los carros o en cualquier lugar
Lo importante es complacerte y también aventurar

Solo invítala, que yo sé que a ella le va a gustar
Llévatela a pasear, que yo sé que es liberal
En el sexo inmortal, con su flow natural
Como culebra, con una furia bestial

Sé que quieres, se te nota
Al hablarme, al mirarme
No puedes engañarme
Aeh aeh aeh aeh aeh
(Y andamos con el Artillery)
Aeh aeh aeh aeh aeh
(En House Of Pleasure) (Ok)
Con el Plan B (con Pina Records)

Sé que quieres, se te nota
(Sé que quieres, se te nota)
Al hablarme, al mirarme
No puedes engañarme

Trabajando con los mejores
Nelly El arma secreta
Con el Duo del Sex
Chencho y Maldy
Plan B"
Reggaeton,Plan B,Candy,"(Candy, candy, candy)
(Candy, candy, candy)

Ay

A ella le gusta vacilar, todos los weekends, irse janguear
Ella es loquita, pero es dulce como candy
Sus pai' la quieren ver casada, que ella termine la escuela
Pero ella cambia más de novio que de panty

A ella le gusta vacilar, todos los weekends, irse janguear
Ella es loquita, pero es dulce como candy
Sus pai' la quieren ver casada, que ella termine la escuela
Pero ella cambia más de novio que de panty

Le gusta a lo kinky, nasty, y aunque sea fancy
Se pone cranky si lo hago romantic
Le gusta el sexo en exceso
Y en el proceso, me pide un beso

Kinky, nasty, y aunque sea fancy
Se pone cranky si lo hago romantic
Le gusta el sexo en exceso
Y en el proceso, me pide un beso

La veo en la disco casi todos los weekend'
Al parecer, en su casa no hay quien la frene
El vacilón de ella comienza desde el jueve'
Tiene un amigo en el baño, al parecer no la entretiene

Se hace la boba, sabe que lo que le conviene
Su abuela le da money cada vez que quiere
Está solita, ella no quiere que la celen
Muchos la han querío' pa' serio, pero a ella le va y le viene

Pide que la empuje, que el pelo le desordenen
Que la encadene, que en la cama, la condene
El comentario se ha rega'o, que ella gana por nocaut
Al parecer, ella invicta se mantiene

Le gusta a lo kinky, nasty, y aunque sea fancy
Se pone cranky si lo hago romantic
Le gusta el sexo en exceso
Y, en el proceso, me pide un beso

Kinky, nasty, y aunque sea fancy
Se pone cranky si lo hago romantic
Le gusta el sexo en exceso
Y, en el proceso, me pide un beso

Ella es diferente, no vive con la gente
Y no te hace caso si le saca' el expediente
Y to' quieren probarla porque dicen que es caliente
Un phillie, una cerveza, para entrar en ambiente

Baila toda' las cancione' y tiene un swing cuando se mueve
Y no tiene amiga', alega que toda' la envidian
Dice: Maldita la mujer en que otra mujer confía
Por eso, se rodea de amiguito' to' los día'

Esa nena que tú ves ya no es chamaquita
Aunque la vea' con carita de nenita
Ya medio barrio la ha proba'o
Dicen que el novio está tranca'o en la calle
Por eso es que anda bien loquita

La abuela de ella jura que es una angelita
Insulta a to' el que hable mal de su nietecita
Aunque al medio la han tira'o, a ella no le ha importa'o
Sigue con el vacilón y no se quita

Le gusta a lo kinky, nasty, y aunque sea fancy
Se pone cranky si lo hago romantic
Le gusta el sexo en exceso
Y, en el proceso, me pide un beso

Kinky, nasty, y aunque sea fancy
Se pone cranky si lo hago romantic
Le gusta el sexo en exceso
Y, en el proceso, me pide un beso

Chencho y Maldy, Plan B
Plan B es Plan B
Luny-Luny-Luny-Luny-Luny Tunes-Tunes
La Sociedad
Una vez más se enciende el party

Y vamo' pa' la calle, el dúo de sex (Love and Sex)
La Society, lo' que saben tiemblan
Con un poco de reggaeton-ton (con un poco de reggaeton-ton)
Con el Luny-Luny-Luny Tunes-Tunes
Dile, dile, dile, Duran The Coach (ey)
Chencho y Maldy, Plan B (Pina Records), eh

Le gusta, le gusta, le gusta (eh)
Le gusta, le gusta, le gusta (eh)
Le gusta, le gusta, le gusta (eh)
Le gusta, le gusta, le gusta"
Reggaeton,Plan B,Es Un Secreto,"Será cuestión de tiempo
(Presentimiento)
De un lugar, de un momento

Conozco tu debilidad
Cómo haces para envolverte
Si no es hoy, mañana tal vez
Pero algún día, voy a tenerte

Tengo la capacidad
Sin que me hables a entenderte
Yo sé lo que traes en tu mente
Que estás loca por tenerme

Es un secreto
De tu mirada y la mía
Un presentimiento
Como un ángel que me decía

Es un secreto
De tu mirada y la mía
Un presentimiento
Como un ángel que me decía

Será cuestión de tiempo
De un lugar, de un momento
De una palabra, de un encuentro
De una noche, de un intento
Tranquilito, confiando en lo que creo

Tu mente me llama, me llama y yo le contesto
Mi mente descansa y con el deseo, la alimento
Yo sé que estamos cerca de que pase el suceso
De una historia, de un recuerdo

Es un secreto
De tu mirada y la mía
Un presentimiento
Como un ángel que me decía

Es un secreto
De tu mirada y la mía
Un presentimiento
Como un ángel que me decía

Tú sabes que naciste pa' mí
Tú eres mi gusto, mi flow
Lo mismo te pasa a ti
Cuando estás cerquita de mí

El deseo es tanto que llevas por dentro
Sin decir nada, haciéndolo lento
Mientras me deleito, aprovecha el momento
Mami, mami

Tú eres una Barbie
Muñeca, princesa, y no es de Mattel
Tú eres perfecta
Tu cara, tu cuerpo, tus ojos, también tu piel
Te quiero completa
Ven, baila sensual, así te quiero ver (quiero ver)
Juntitos, solitos nos vamos a complacer

Tú eres una Barbie
Muñeca, princesa, y no es de Mattel
Tú eres perfecta
Tu cara, tu cuerpo, tus ojos, también tu piel
Te quiero completa
Ven, baila sensual, así te quiero ver (quiero ver)
Juntitos, solitos nos vamos a complacer

Es un secreto
De tu mirada y la mía
Un presentimiento
Como un ángel que me decía

Es un secreto
De tu mirada y la mía
Un presentimiento
Como un ángel que me decía

Haze (Haze)
Plan B
Pina
(La casa de Plan B)

(Es un secreto)
(De tu mirada y la mía)
(Un presentimiento)"
Reggaeton,Plan B,Fanática Sensual,"Es fanática de lo sensual
Ella tiene una foto mía
Y ya me la puedo imaginar
Lo que hace cuando está solita

Pero no le voy a preguntar
Y escuchar su voz cuando se agita
Por su manera de respirar

Puedo imaginarme lo que está haciendo
Si le hablo malo se pone intranquila
Pasa su mano por todo su cuerpo
Cuando le digo to' lo que le haría

Puedo imaginarme lo que está haciendo
Y eso que solo es una foto mía
¿Qué pasará cuando nos encontremos?
De seguro que se lo explicaría, ah-ah

Cada vez que hablamo' me dice que quiere verme
Loca por conocerme, solo piensa en ese día
Ver mi fotografía es lo que le daña la mente
Con el cuerpo que tiene, dime quién no le daría

Llama de madrugada, tan caliente como siempre
Y me habla de una manera que ni yo me atrevería
Veremo' lo que pasa cuando me tengas de frente
Es que, al igual que ella, también pienso en ese día

Es fanática de lo sensual
Ella tiene una foto mía
Y ya me la puedo imaginar
Lo que hace cuando está solita

Pero no le voy a preguntar
Y a escuchar su voz cuando se agita
Por su manera de respirar

Puedo imaginarme lo que está haciendo
Si le hablo malo se pone intranquila
Pasa su mano por todo su cuerpo
Cuando le digo to' lo que le haría

Puedo imaginarme lo que está haciendo
Y eso que solo es una foto mía
¿Qué pasará cuando nos encontremos?
De seguro que se lo explicaría, ah-ah

Noto que le gusto cuando ella me llama
Cuando me habla 'e travesura' en la cama
Pone voz de deseo, mientras me echa fiero
Que su fantasía era cumplir la mía

Poco a poco, relata lo que le pasa en su casa
Debajo de sus sábanas escondí'a
De cómo lo prefería
Con preguntas, insistía
Hasta que en su juego me envolvía

Es fanática de lo sensual
Ella tiene una foto mía
Y ya me la puedo imaginar
Lo que hace cuando está solita

Pero no le voy a preguntar
Y a escuchar su voz cuando se agita
Por su manera de respirar

Puedo imaginarme lo que está haciendo
Si le hablo malo se pone intranquila
Pasa su mano por todo su cuerpo
Cuando le digo to' lo que le haría

Puedo imaginarme lo que está haciendo
Y eso que solo es una foto mía
¿Qué pasará cuando nos encontremos?
De seguro que se lo explicaría, ah-ah

Y Chencho y Maldy, Plan B
Plan B es Plan B
En el Love And Sex
Love And Sex
Ajá
Na-na-na-na
En la pista Fino como el Haze (so)
Con El dúo del sex (jeje)
Duran The Coach (ouh)
Pina Records
Con Chencho y Maldy (so)
Plan B es Plan B"
Reggaeton,Plan B,Si No Le Contesto (remix) (part. Tony Dize y Zion &amp; Lennox),"[Tony Dize]
House (House) of Pleasure (of Pleasure)
Se presenta La melodia de ustedes

[Zion]
El pacto se rompió (Tony Dize)
Seguiste tu camino y yo seguí con el mío oh (La Z y la L)
Dime que te paso oh (Con Chencho &amp; Maldy)
No puedes olvidarme mientras te domino llamas insistentemente
Y quieres que yo te conteste (Pina Records)
Si no te contesto (This is the remix baby)

[Tony Dize]
Si no le contesto se desespera
Dice que con otra estoy
Haciendo lo que le hacia a ella ea ea ea
Como tu mente maquinea cuando en la mía yo estoy
Mujer no quiero más peleas no, no más peleas

[Chencho]
Ella me dijo ayer que de amor nadie se muere
Y yo le dije está bien sigue tu camino si quieres
Mírala hoy llamando buscando que la caliente
Bailando hasta que se enloquece retando pa' que me la lleve

[Lennox]
Si le picheo tengo un lío feo
No me hago el loco ni la llamo luego
Piensa que estoy en el perreo, en un sobeteo
Que con otra me veo eo eo
Como se siente maquinear (mamacita)
Como se siente maquinear (Ahora me están buscando)

[Chencho]
Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacia a ella ea ea ea
Como tu mente maquinea cuando en la mía estoy
Mujer no quiero más peleas, no más peleas

[Maldy]
Y yo te dije que tu ibas a volver pa' atrás
Que nadie como yo baby te iba a tratar
Yo estaba seguro que tu estabas equivoca'
Pero tu decidiste con tu amiga volar
Y vuela vuela vuela vuela
Si quieres probar dale prueba

Si no vale la pena mejor que se muera
Que yo sigo tranquilo gozando de la buena
A mi tu no me vengas a montar esa escena
A mi tu no me vengas con cuentitos de novela
Tú sabes que por ti yo hacia lo que fuera
De lo que tu tenias lo quería en otra girla

[Tony Dize]
Si dejo que me domine la mente
Llama insistente con celos con juegos
Que yo no lo creo por eso no contesto
Si dejo que me domine la mente
Llama insistente con celos con juegos
Que yo no lo creo por eso No

[Zino]
Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacia a ella ea ea ea
Como tu mente maquinea cuando en la mía estoy
Mujer no quiero más peleas, no más peleas"
Reggaeton,Plan B,Si No Le Contesto,"Si no le contesto
Si no le contesto

Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacía a ella
Ella, ella, ella

Como tu mente maquinéa
Cuando en la mía estoy
Mujer no quiero más peleas
No más peleas

Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacía a ella
Ella, ella, ella
Como tu mente maquinéa
Cuando en la mía estoy
Mujer no quiero más peleas
No más peleas

Tú te sentías
Bien segura, bien segura de mi amor
Se te olvidó

Que nadie manda en su corazón (corazón)
Ahora me pide amor
Y no tengo (no tengo)
En el tiempo que me pediste se murió

Na' de chocolates
Ni cartas, ni flores
¿Copiaste? I'm sorry
Yo no los maté

Mucho tiempo gasté
No lo utilizaste
Solo me querías como un cuate
Dime lo que tú te crees

Si tengo otra gata
Eso no es de tu interés
No te cause tanto estrés
Solo hablemos de sex
Que ahora tú eres mi ex

Si no le contesto, se desespera
Piensa que con otra estoy
Haciendo lo que le hacía a ella
Ella, ella, ella

Como tu mente maquinéa
Cuando en la mía estoy
Mujer no quiero más peleas
No más peleas

Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacía a ella
Ella, ella, ella

Como tu mente maquinéa
Cuando en la mía estoy
Mujer no quiero más peleas
No más peleas

Y yo te dije que esto iba a volver pa' tra'
Que nadie como yo, te iba a tratar
Yo estaba seguro que tú estaba' equivoca'
Pero tú decidiste por la vida volar

Y vuela vuela, vuela vuela
Si quieres probar, dale prueba
Si no vale la pena mejor que se muera
Que yo sigo tranquilo gozando de la buena

A mi tú no me vengas a montar esa escena
A mi tú no me vengas con cuentitos de novelas
Tú sabes que por ti yo hacía lo que fuera
Que lo que tú tenías, lo querían otras girlas

Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacía a ella
Ella, ella, ella

Como tu mente maquinéa
Cuando en la mía estoy
Mujer no quiero más peleas
No más peleas

Si no le contesto se desespera
Piensa que con otra estoy
Haciendo lo que le hacía a ella
Ella, ella, ella

Pina, ya le hemos demostrado bastante (demasiado)
Nosotros somos el nuevo dream team
Yo se los había dicho (hace tiempo)
Que plan b, es plan b

En la pista, el haze (haze)
El productor de todos esos productores
(Productorcitos)
House of pleasure"
Reggaeton,Plan B,Choca,"No sé por qué
Pero, cuando te beso, lo único que pienso, mami, es sexo
(Mami es sexo), será tal vez
De la manera como me entregas, tu cuerpo
Eres caliente y más
Cuando conmigo mami chocas

Choca, choca, choca, choca, choca
Y te muerdes la boca mami choca
Choca, choca, choca, choca, choca
Te pones de espalda y me chocas
(Te pones de espalda y me chocas)

Que tú me tientas y te sobra
Y buscas que yo te coma, eres tú demoledora
Me gusta como me choca de tu espalda, bajan gotas
El calor nos sofoca y en otras partes que rozan

Las palabras provocan, y seguir azotándote
Como estás mirándome, envuelto en copas
Haciendo que siga gustándome, me adueño de tu boca
Con mi boca te beso toa' y tú me gusta toa'

Tú eres bonita de cara, tú eres bonita de cuerpo
Tú eres bonita por fuera, tú eres bonita por dentro
Tú eres bonita en la cama, tú eres bonita en la playa
Tú era bonita con ropa, tú eres bonita sin nada

No sé por qué
Pero, cuando te beso, lo único que pienso, mami, es sexo
(Dame el sexo), será tal vez
De la manera como me entregas, tu cuerpo
Eres caliente y más
Cuando conmigo mami chocas

Choca, choca, choca, choca, choca
Y te muerdes la boca mami choca
Choca, choca, choca, choca, choca
Te pones de espalda y me chocas
(Te pones de espalda y me chocas)

Tú tienes un booty-booty mami que me hace lo que quiero
Me gusta cuando tú y yo estamos en el bellaqueo
Tú eres una fresca llena de deseos, llena de deseos
Agresiva me choca, grita como loca
Mientras la devoro, ella se toca, linda como diosa, perfume de rosa
Pone ojitos chiquititos y solita se lo goza

Tú siempre estás en mi mente
Tú eres mi muñequita que nunca dice que no
A cumplir mis deseos, tú siempre te atrevés
Cuando te doy un poco de dickie no te quitas
Cada vez que tú te excitas y me lo haces para mí

Tú eres bonita de cara, tú eres bonita de cuerpo
Tú eres bonita por fuera, tú eres bonita por dentro
Tú eres bonita en la cama, tú eres bonita en la playa
Tú era bonita con ropa, tú eres bonita sin nada

No sé por qué
Pero, cuando te beso, lo único que pienso, mami, es sexo
(Mami, es sexo), será tal vez
De la manera como me entregas, tu cuerpo
Eres caliente y más
Cuando conmigo mami chocas

Choca, choca, choca, choca, choca
Y te muerdes la boca mami choca
Choca, choca, choca, choca, choca
Te pones de espalda y me chocas
(Te pones de espalda y me chocas)

Choca, choca, choca, choca, choca
Choca, choca, choca, choca, choca, choca
(Jajaja)
Luny tunes con el plan b!
(Sou!)
Chencho y maldy!
La society!
La combinacion!
En el love and sex!
Pina records"
Reggaeton,Plan B,Guatauba,"Triple X
Guatauba en esta vez
Con el Plan B
Y Manolo al garete, eh-eh

Lo que yo quiero es una gata
Para darle guata-uba, uba-uba-guata
Lo que tú eres es senda bellaca
Lo que tú eres es una guatagata

Lo que yo quiero es una gata
Para darle guata-uba, uba-uba-guata
Lo que tú eres es senda bellaca
Lo que tú eres es una guatagata

De la marquesina, to' pasó a la discoteca
Ahora te chequean y te venden las cervezas
Me gustan los phillies, yo nunca me meto rola
Hablan de marimba y el phillie me pide rola

Krippy, mangopiña, a mí no me venda' Tangola
Tengo una chica que es amante a las rola'
De la marquesina, to' pasó a la discoteca
Busco una yale que conmigo se ponga fresca

Para darle guata, guata-guatauba
Yo voy a darle guata-uba, uba-uba-guata

Guata-guata-gata, te quieres guillar de fina
Escucha lo que yo digo, lo prendo con gasolina
Y digo vengo fumando, vengo tripiando, toma de mi guata
Que todo el corrillo encienda el phillie, griten: Guatagata

Uba-uba-guata

Lo que yo quiero es una gata
Para darle guata-uba, uba-uba-guata
Lo que tú eres es senda bellaca
Lo que tú eres es una guatagata

Lo que yo quiero es una gata
Para darle guata-uba, uba-uba-guata
Lo que tú eres es senda bellaca
Lo que tú eres es una guatagata

Guata-gata, griten uba
Me gusta, mamita, cuando me pide' acción
Griten uba, yo te doy guata
Me gusta, mamita, cómo lo está' bailando

Tú quiere' gua-guatauba, yo quiero gua-guatagata
Tú quiere' mi sandungueo, yo quiero ya-yaqueteo
Tú quiere' Chencho y Maldy, yo quiero be-bellaqueo
Tú quiere' ba-bailoteo, yo quiero tu sobeteo

Tú quiere' gua-guatauba, yo quiero gua-guatagata
Tú quiere' mi sandungueo, yo quiero ya-yaqueteo
Tú quiere' Chencho y Maldy, yo quiero be-bellaqueo
Tú quiere' ba-bailoteo, yo quiero tu sobeteo

Lo que yo quiero es una gata
Para darle guata-uba, uba-uba-guata
Lo que tú eres es senda bellaca
Lo que tú eres es una guatagata

Lo que yo quiero es una gata
Para darle guata-uba, uba-uba-guata
Lo que tú eres es senda bellaca
Lo que tú eres es una guatagata

Krippy, mangopiña, a mí no me venda' Tangola
Krippy, mangopiña, a mí no me venda' Tangola
Krippy, mangopiña, a mí no me venda' Tangola
(Uba-uba-guata)"
Reggaeton,Plan B,Automovil,"Directamente desde el estudio de pipe flores
Que es pipe flowers, con mi pana Heis, directamente desde Medellín

Navegando en mi automóvil, hablando con la nena por el móvil
Dime que vamos a hacer, si quieres yo te busco
Me puedes bellaquear mientras conduzco
Dale que te quiero ver

Navegando en mi automóvil, hablando con la nena por el móvil
Dime que vamos a hacer, si quieres yo te busco
Me puedes bellaquear mientras conduzco
Dale que te quiero ver

Si tú me dices sí, mami, yo te salgo a buscar
Ahora mismo adonde sea yo la llevo
Y te llevo algún escondidito lugar
Donde podamos jugar nuestro juego sexual

Tú me dices si, y yo le caigo,
Tú me dices que no y no te traigo conmigo
Pero actívate chica vamos a hacer algo
Hace tiempo que contigo no salgo

Dice
Ella se acuesta mami sin maquillaje
Pero este va a ser el único sitio que te baje
Pero tu perfume más bien un café que tú te echas
Es que estoy enamorado que cupido sube una flecha
Un poste de almodón, un pino pa'l olor
Brillao' de picaflor, cantándole al amor
Un poco de Bob Marley y no fumando cray

Vamos a tratar de pasarla bien mientras se pueda
Después de ponérselo 4 veces se fue a capella
Adonde está el micrófono aunque no canta
A ella le gusta, pero a mí me encanta

Buscando tu dirección, me perdí la primera vez
Ahora llego a tu casa sin el GPS
Y me le caigo en un dos por tres (en 1, 2 por 3)
A la milla ya tuve
Prepárate voy muy rápido entre cualto y por tres
Lo que sea que eso es a los escondi'o no se ve (no se ve)

Navegando en mi automóvil
Hablando con la nena por el móvil
Dime que vamos a hacer
Si quieres yo te busco
Me puedes bellaquear mientras conduzco
Dale que te quiero ver

Navegando en mi automóvil
Hablando con la nena por el móvil
Dime que vamos a hacer
Si quieres yo te busco
Me puedes bellaquear mientras conduzco
Dale que te quiero ver

En la pista ñejo y dalmata
En al lírica el duro"
Reggaeton,Plan B,Plan B,"DJ Blass aparece!
Plan B en progreso!
Y con mucho sexo!
Yal, lo que quiero es...
(Vine yo, y me le acerque!)
(Muevete!)

Plan B, que es Plan B
Maldy se la clava, y yo tambien
La tipa es bien bellaca 
Y con los dos a la vez
Plan B, que es Plan B
Maldy se la clava, y yo tambien
La tipa es bien bellaca 
Y con los dos a la vez

Yo conoci una mujer
Vive en Costa Azul
Y se pasa en ""La Pared""
(La mia es colora!)
Y la mia tambien
(La mia es bellacona!)
Y la mia tambien
Yo anoche me la encontre
Nebulio cabronamente
Y pal carajo me largue
(Vine yo, y me le acerque!)
(Sobre tu persona yo le pregunte!)
(Dijo que eras un guillao, y no la haces!)
Eso no dijo cuando me la clave
Dijo que le gusto y que queria otra vez
Decia que amaba y que yo era su hombre
(Entonces tengo algo para esa mujer!)

Yal, yal
Lo que quiere es Plan B
Yal, lo que quiere es Plan B
Ven, corre, yal
Y preparate
_____________ y veras que rico es
Yales, esten bien alertas
Cuando suene la combinacion perfecta
Seguimos sonando, yales bellakiando
Excitadas con Xtassy
Sigo pastoniando
Yales probando sus cuerpos bien sensual
Con mucha perfeccion para un Plan B comenzar
Para Guelo solito la pueda calentar
Preparo yo la cama pa' la chica mas sensual
Nos conocemos y conversamos
Un poco de tequila, y un fili pal arrebato
Ella se envuelvo por un largo rato
Y yo imaginandola metiendoselo en cuatro
Ella cabeziando y DJ Blass se aparece
No puedo creer que los traje con la mente
Plan B en progreso, y con mucho sexo
Yales gritando, reventandose los sesos
Por este es que se excitan
Guelo las excita
Sacamos las ____________ pa' chekiar tu movida
Y si tienes prisa
Ven por aqui que _________________

Plan B, que es Plan B
Maldy se la clava, y yo tambien
La tipa es bien bellaca 
Y con los dos a la vez

Y bellakeo
Muevete, muevete
Be-bellakeo
Muevete, muevete
Be-bellakeo
Ven, chica, ven
Aqui hay bellakeo
Te sientas en el sofa
Comienza el sobeteo
Mueve pantalon 
Que yo quiero meter dedo
Vamos a la cama
Tambien quiero chingoteo
Ella me dice ""Que idioma tan feo.""
Mi experiencia no es de un nene
Es de un hombre viejo
A mi tu no vengas a decirme ""Yo no quiero.""
A mi tu no vengas, ni&amp;#55622;&amp;#57120;con esos juegos
Be-bellakeo
Muevete, muevete
Be-bellakeo
Ven, chica, ven
Aqui hay bellakeo

Guelo comienza
Las prepara
Chicas excitadas esperandome en la cama
Hey, DJ Blass, dime que te pasa
Vamos a empezar, que hay una fila bien larga
Agarra la primera y vamos a darle fuete
Para que ellas sepan que es el Plan B
Agarro la segunda y vamo'a darle wateque
Mamita, coge lo tuyo
Arranca y vete
Coge la tercera
Que esta en espera
Loca porque yo le empuje las guaretas
Hey, DJ Blass, no te quites en esta
Esta es la cuarta, pa' ponerla en cuatro
Y meter hasta cansarnos

Plan B, que es Plan B
Maldy se la clava, y yo tambien
La tipa es bien bellaca 
Y con los dos a la vez

Yal!
Lo que quiere es Plan B!"
